"_id","level","name","parent_id","url_path"
401,3,"Detergent vase",2010,"curatenie-intretinere-casa/produse-curatare-bucatarie/consumabile-masini-spalat-vase"
402,3,"Consumabile masini de gatit",435,"electrocasnice-mari-clima/accesorii-consumabile-electrocasnice-mari/consumabile-masini-gatit"
404,3,"Camere auto",443,"auto-moto-anvelope/electronice-auto/camere-auto"
405,3,"Accesorii, consumabile",773,"electrocasnice-mici-vesela/aspiratoare-accesorii-consumabile/consumabile-aspiratoare-ingrijirea-locuintei"
407,3,"Accesorii si consumabile aparate cafea",2127,"electrocasnice-mici-vesela/espressoare-cafetiere-accesorii/accesorii-consumabile-aparate-cafea"
415,3,"Cafea boabe",414,"bauturi-cafea-petshop/cafea-capsule-ceai/cafea-boabe"
416,3,"Cafea macinata",414,"bauturi-cafea-petshop/cafea-capsule-ceai/cafea-macinata"
417,3,"Cafea capsule",414,"bauturi-cafea-petshop/cafea-capsule-ceai/capsule"
444,3,"Playere auto",443,"auto-moto-anvelope/electronice-auto/playere-electronice-auto"
445,3,"Amplificatoare auto",443,"auto-moto-anvelope/electronice-auto/amplificatoare-auto"
447,3,"Masini de gaurit si insurubat",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/masini-gaurit-insurubat"
448,3,"Ciocane rotopercutoare",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/ciocane-rotopercutoare"
449,3,"Fierastraie electrice",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/fierastraie-electrice"
450,3,"Masini de slefuit",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/slefuitoare"
451,3,"Polizoare unghiulare",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/polizoare-unghiulare"
452,3,"Pistoale si suflante aer cald",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/pistoale-si-suflante-aer-cald"
453,3,"Pistoale de vopsit",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/sisteme-vopsire"
454,3,"Aparate de masura digitale",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/aparate-masura-digitale"
455,3,"Cutii depozitare scule",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/cutii-depozitare-scule"
476,3,"Sisteme GPS",443,"auto-moto-anvelope/electronice-auto/sisteme-gps"
477,3,"Accesorii electronice auto",443,"auto-moto-anvelope/electronice-auto/accesorii-electronice-auto"
482,3,"Sisteme de alarma si sirene",720,"casa-iluminat-bricolaj/smart-home-casa-inteligenta/sisteme-de-alarma-si-sirene"
483,3,"Kit-uri supraveghere audio-video",720,"casa-iluminat-bricolaj/smart-home-casa-inteligenta/kit-uri-supraveghere-audio-video"
484,3,"Sonerii, interfoane, videointerfoane",720,"casa-iluminat-bricolaj/smart-home-casa-inteligenta/sonerii-interfoane-videointerfoane"
485,3,"Sonerii si Yale",481,"casa-iluminat-bricolaj/monitorizare-supraveghere/sonerii-yale"
502,3,"Aer conditionat portabil",759,"racire-purificare-aer-incalzire/accesorii-climatizare/aer-conditionat-portabil"
526,3,"Casti In-Ear",748,"telefoane-tablete/casti-audio-telefon/casti-in-ear"
567,3,"Accesorii sisteme supraveghere si monitorizare",720,"casa-iluminat-bricolaj/smart-home-casa-inteligenta/accesorii-sisteme-supraveghere-monitorizare"
572,3,"Masini pentru paste",1017,"electrocasnice-mici-vesela/ustensile-pentru-gatit/masini-pentru-paste"
579,3,"Scaune auto copii",574,"copii-jucarii-bebe-rechizite/carucioare-articole-transport/scaune-auto-copii"
580,3,"Carucioare",574,"copii-jucarii-bebe-rechizite/carucioare-articole-transport/carucioare"
581,3,"Port bebe si landouri",574,"copii-jucarii-bebe-rechizite/carucioare-articole-transport/port-bebe-landouri"
583,3,"Marsupii bebelusi",574,"copii-jucarii-bebe-rechizite/carucioare-articole-transport/marsupii-bebelusi-hamuri-copii"
584,3,"Accesorii transport copii",574,"copii-jucarii-bebe-rechizite/carucioare-articole-transport/accesorii-transport-copii"
586,3,"Balansoare si leagane bebelusi",575,"copii-jucarii-bebe-rechizite/camera-copilului/balansoare-leagane-hamace-bebelusi"
587,3,"Premergatoare",574,"copii-jucarii-bebe-rechizite/carucioare-articole-transport/premergatoare"
588,3,"Scaune de masa bebe",1891,"copii-jucarii-bebe-rechizite/articole-hranire-bebelusi/scaune-masa-bebe"
589,3,"Patut copii",575,"copii-jucarii-bebe-rechizite/camera-copilului/patut-copii"
590,3,"Lenjerii si huse patut",575,"copii-jucarii-bebe-rechizite/camera-copilului/lenjerii-huse-patut"
591,3,"Biberoane, tetine si accesorii",576,"copii-jucarii-bebe-rechizite/biberoane-hranire/biberoane-tetine-accesorii"
594,3,"Pompe de san",1623,"copii-jucarii-bebe-rechizite/maternitate-alaptare/pompe-san"
595,3,"Incalzitoare lapte si termosuri bebelusi",576,"copii-jucarii-bebe-rechizite/biberoane-hranire/incalzitoare-lapte-termosuri-bebelusi"
596,3,"Sterilizatoare biberoane",576,"copii-jucarii-bebe-rechizite/biberoane-hranire/sterilizatoare-biberoane"
597,3,"Scutece si chilotei bebelusi",1583,"copii-jucarii-bebe-rechizite/scutece-copii/scutece-chilotei-bebelusi"
598,3,"Cadite bebe si accesorii",1732,"copii-jucarii-bebe-rechizite/baia-bebelusului/cadite-bebe-si-accesorii"
603,3,"Mese de infasat",575,"copii-jucarii-bebe-rechizite/camera-copilului/mese-infasat"
605,3,"Dozatoare apa",2270,"racire-purificare-aer-incalzire/aparate-incalzire-si-preparare-apa-menajera/dozatoare-purificatoare-apa"
607,3,"Bujii",621,"auto-moto-anvelope/consumabile-intretinere-auto/bujii-consumabile-intretinere-auto"
608,3,"Stergatoare auto",621,"auto-moto-anvelope/consumabile-intretinere-auto/stergatoare-auto"
610,4,"Curea alternator/transmisie",606,"auto-moto-anvelope/consumabile-intretinere-auto/piese-auto/curea-alternator-transmisie"
611,4,"Discuri frana",606,"auto-moto-anvelope/consumabile-intretinere-auto/piese-auto/discuri-frana"
612,3,"Placute frana",621,"auto-moto-anvelope/consumabile-intretinere-auto/placute-frana-consumabile-intretinere-auto"
613,4,"Kit ambreiaj",606,"auto-moto-anvelope/consumabile-intretinere-auto/piese-auto/kit-ambreiaj"
614,4,"Pompa apa",606,"auto-moto-anvelope/consumabile-intretinere-auto/piese-auto/pompa-apa"
615,4,"Articulatie si angrenare roata",606,"auto-moto-anvelope/consumabile-intretinere-auto/piese-auto/articulatie-angrenare-roata"
616,4,"Filtre aer",738,"auto-moto-anvelope/consumabile-intretinere-auto/filtre-auto/filtre-aer"
617,4,"Filtre combustibil",738,"auto-moto-anvelope/consumabile-intretinere-auto/filtre-auto/filtre-combustibil"
618,4,"Filtre ulei",738,"auto-moto-anvelope/consumabile-intretinere-auto/filtre-auto/filtre-ulei"
619,4,"Filtre polen (habitaclu)",738,"auto-moto-anvelope/consumabile-intretinere-auto/filtre-auto/filtre-polen-habitaclu"
620,4,"Kit transmisie",606,"auto-moto-anvelope/consumabile-intretinere-auto/piese-auto/kit-transmisie"
622,3,"Solutii intretinere exterior auto",621,"auto-moto-anvelope/consumabile-intretinere-auto/solutii-intretinere-exterior-auto"
623,3,"Ulei motor",621,"auto-moto-anvelope/consumabile-intretinere-auto/ulei-motor-auto-moto-anvelope"
624,3,"Pachete revizie auto - moto",621,"auto-moto-anvelope/consumabile-intretinere-auto/pachete-revizie-auto-moto"
626,3,"Jante",625,"auto-moto-anvelope/anvelope-jante-accesorii-roti/jante"
628,3,"Accesorii aparate de bucatarie",413,"electrocasnice-mici-vesela/accesorii-aparate-bucatarie/accesorii-aparate-bucatarie-accesorii-aparate-bucatarie"
630,4,"Kit distributie",606,"auto-moto-anvelope/consumabile-intretinere-auto/piese-auto/kit-distributie"
631,3,"Aparate preparare hrana bebelusi",1891,"copii-jucarii-bebe-rechizite/articole-hranire-bebelusi/aparate-preparare-hrana"
637,3,"Baterii auto - moto",648,"auto-moto-anvelope/electrica-auto/baterii-auto-moto"
638,3,"Raclete si lopeti",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/raclete-si-lopeti"
646,3,"Generatoare electrice",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/generatoare-electrice"
649,3,"Becuri auto",648,"auto-moto-anvelope/electrica-auto/becuri-faruri"
650,3,"Cutii portbagaj",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/cutii-portbagaj"
651,3,"Bare transversale",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/bare-transversale"
653,3,"Paravanturi auto",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/paravanturi-auto"
654,3,"Protectie portbagaj",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/protectie-portbagaj"
655,3,"Covorase auto",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/covorase-auto"
656,3,"Prelate si huse auto",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/prelate-huse-auto"
658,3,"Suport auto biciclete",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/suport-auto-biciclete"
659,4,"Bavete roata",657,"auto-moto-anvelope/accesorii-auto-exterior-interior/tuning-si-alte-accesorii/bavete-roata"
660,4,"Carlig remorcare",657,"auto-moto-anvelope/accesorii-auto-exterior-interior/tuning-si-alte-accesorii/carlig-remorcare"
661,3,"Ulei cutie viteze",621,"auto-moto-anvelope/consumabile-intretinere-auto/ulei-cutie-viteze"
662,3,"Lichid de frana",621,"auto-moto-anvelope/consumabile-intretinere-auto/lichid-frana"
663,3,"Aditivi, vaselina si solutii",621,"auto-moto-anvelope/consumabile-intretinere-auto/aditivi-vaselina-si-solutii"
664,3,"Lichid de parbriz",621,"auto-moto-anvelope/consumabile-intretinere-auto/lichid-de-parbriz"
665,3,"Lavete, bureti si perii auto",621,"auto-moto-anvelope/consumabile-intretinere-auto/lavete-bureti-perii-auto"
666,3,"Ulei transmisie/servodirectie",621,"auto-moto-anvelope/consumabile-intretinere-auto/ulei-transmisie-servodirectie"
675,3,"Aparate aerosoli",577,"copii-jucarii-bebe-rechizite/igiena-ingrijire-copii/aparate-aerosoli"
677,3,"Rezerve si accesorii",392,"cosmetice-ingrijire-personala/igiena-dentara/rezerve-si-accesorii"
678,4,"Huse anvelope",657,"auto-moto-anvelope/accesorii-auto-exterior-interior/tuning-si-alte-accesorii/huse-anvelope"
716,3,"Cotiere auto",636,"auto-moto-anvelope/accesorii-auto-exterior-interior/cotiere-auto"
717,3,"Alarme si senzori de parcare",443,"auto-moto-anvelope/electronice-auto/alarme-senzori-parcare"
718,3,"Capace roti",625,"auto-moto-anvelope/anvelope-jante-accesorii-roti/capace-roti"
719,4,"Diverse",657,"auto-moto-anvelope/accesorii-auto-exterior-interior/tuning-si-alte-accesorii/diverse-tuning-restilizare-auto"
746,3,"Compresoare auto",648,"auto-moto-anvelope/electrica-auto/compresoare-auto"
754,3,"Accesorii Gaming",279,"gaming-jocuri-carti/gaming-pc/accesorii-gaming"
766,4,"Caroserie",606,"auto-moto-anvelope/consumabile-intretinere-auto/piese-auto/caroserie"
778,3,"Accesorii Wearables",1409,"telefoane-tablete/wearables/accesorii-wearables"
781,4,"Perii, trimmere si clesti",3487,"bauturi-cafea-petshop/petshop/caini/perii-trimmere-si-clesti"
1009,3,"Servicii si seturi de masa",367,"electrocasnice-mici-vesela/servirea-mesei/servicii-si-seturi-de-masa"
1010,3,"Tacamuri",367,"electrocasnice-mici-vesela/servirea-mesei/tacamuri-seturi"
1011,3,"Cani si cesti",367,"electrocasnice-mici-vesela/servirea-mesei/cani-cesti"
1012,3,"Tigai si seturi",365,"electrocasnice-mici-vesela/prepararea-mesei/tigai-si-seturi"
1013,3,"Oale si cratite",365,"electrocasnice-mici-vesela/prepararea-mesei/oale-cratite"
1014,3,"Tavi si forme de copt",365,"electrocasnice-mici-vesela/prepararea-mesei/tavi-si-forme-de-copt"
1015,3,"Caserole",367,"electrocasnice-mici-vesela/servirea-mesei/caserole"
1016,3,"Cutite si seturi de cutite",1017,"electrocasnice-mici-vesela/ustensile-pentru-gatit/cutite-si-seturi-de-cutite"
1030,3,"Detergent rufe",1022,"curatenie-intretinere-casa/spalare-intretinere-rufe/detergent-rufe"
1031,3,"Balsam de rufe",1022,"curatenie-intretinere-casa/spalare-intretinere-rufe/balsam-rufe"
1032,3,"Solutii anticalcar",1022,"curatenie-intretinere-casa/spalare-intretinere-rufe/solutii-anticalcar"
1035,3,"Solutii intretinere textile",1022,"curatenie-intretinere-casa/spalare-intretinere-rufe/solutii-intretinere-textile"
1036,3,"Inalbitor rufe si apret",1022,"curatenie-intretinere-casa/spalare-intretinere-rufe/inalbitor-rufe-apret"
1041,3,"Smart Kit-uri si Centrale",720,"casa-iluminat-bricolaj/smart-home-casa-inteligenta/smart-kit-uri-centrale-smart-home"
1042,3,"Senzori smart home",720,"casa-iluminat-bricolaj/smart-home-casa-inteligenta/senzori-smart-home"
1043,3,"Elemente de control smart home ",720,"casa-iluminat-bricolaj/smart-home-casa-inteligenta/elemente-de-control-smart-home"
1047,3,"Pasta de dinti si apa de gura",392,"cosmetice-ingrijire-personala/igiena-dentara/pasta-dinti-apa-gura"
1048,3,"Oglinzi cosmetice",1463,"cosmetice-ingrijire-personala/make-up/oglinzi"
1049,3,"Aparate intretinere si ingrijire corporala",216,"cosmetice-ingrijire-personala/aparate-cosmetice/aparate-intretinere-si-ingrijire-corporala"
1050,3,"Aparate pentru manichiura-pedichiura",216,"cosmetice-ingrijire-personala/aparate-cosmetice/aparate-manichiura-pedichiura"
1051,3,"Pile cosmetice",1424,"cosmetice-ingrijire-personala/manichiura-si-pedichiura/pile-cosmetice"
1055,3,"Uscatoare de rufe clasice",1022,"curatenie-intretinere-casa/spalare-intretinere-rufe/uscatoare-rufe-clasice"
1061,3,"Accesorii gaurit si insurubat",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/accesorii-insurubat-gaurit"
1062,3,"Compresoare aer",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/compresoare"
1063,3,"Aparate de sudura",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/aparate-sudura"
1064,3,"Masini de spalat cu presiune",446,"casa-iluminat-bricolaj/gradina/masini-spalat-presiune-accesorii"
1065,3,"Furtunuri gradinarit",446,"casa-iluminat-bricolaj/gradina/furtunuri-gradinarit"
1066,3,"Drujbe si fierastraie cu lant",446,"casa-iluminat-bricolaj/gradina/drujbe-si-fierastraie-cu-lant"
1067,3,"Unelte gradinarit",446,"casa-iluminat-bricolaj/gradina/scule-unelte-gradina"
1068,3,"Masini de tuns iarba",446,"casa-iluminat-bricolaj/gradina/masini-tuns-iarba-trimmere-motocoase"
1070,3,"Incalzitoare terasa",2268,"racire-purificare-aer-incalzire/aparate-incalzire-aer/incalzitoare-exterior"
1071,3,"Aspiratoare si suflante",446,"casa-iluminat-bricolaj/gradina/aspiratoare-suflante"
1076,3,"Aparate antidaunatori gradina",446,"casa-iluminat-bricolaj/gradina/aparate-antidaunatori-gradina"
1078,3,"Proiectoare led si lampi de lucru",287,"casa-iluminat-bricolaj/iluminat/lampi-lucru-proiectoare"
1079,3,"Aparate de lipit si capsat",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/aparate-lipit-capsat"
1080,3,"Accesorii aparate de lipit si capsat",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/accesorii-aparate-lipit-capsat"
1081,3,"Insonorizant auto",443,"auto-moto-anvelope/electronice-auto/insonorizant-auto"
1082,3,"Stabilizatoare tensiune si alimentatoare",286,"casa-iluminat-bricolaj/casa-bricolaj-electrice/stabilizatoare-tensiune-si-alimentatoare"
1083,3,"Accesorii pentru aparate de taiat, frezat, slefuit",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/accesorii-aparate-taiat-frezat-slefuit"
1084,3,"Carafe si decantoare",367,"electrocasnice-mici-vesela/servirea-mesei/carafe-decantoare"
1085,3,"Solutii suprafete bucatarie",2010,"curatenie-intretinere-casa/produse-curatare-bucatarie/solutii-suprafete-bucatarie"
1089,3,"Gratare gradina",446,"casa-iluminat-bricolaj/gradina/gratare-gradina"
1090,3,"Pompe de apa",446,"casa-iluminat-bricolaj/gradina/pompe-apa"
1091,3,"Freze de zapada",446,"casa-iluminat-bricolaj/gradina/freze-zapada"
1343,3,"Seifuri si casete valori",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/seifuri-casete-valori"
1347,3,"Termos si sticle",367,"electrocasnice-mici-vesela/servirea-mesei/termos-sticle"
1405,3,"Biciclete adulti",1404,"trotinete-biciclete-sport/biciclete/biciclete-mtb"
1406,3,"Biciclete copii",1404,"trotinete-biciclete-sport/biciclete/biciclete-copii"
1418,3,"Parfumuri dama",1417,"cosmetice-ingrijire-personala/parfumuri/parfumuri-femei"
1419,3,"Parfumuri barbati",1417,"cosmetice-ingrijire-personala/parfumuri/parfumuri-barbati"
1420,3,"Parfumuri unisex",1417,"cosmetice-ingrijire-personala/parfumuri/parfumuri-unisex"
1421,3,"Parfumuri - seturi cadou",1417,"cosmetice-ingrijire-personala/parfumuri/seturi-cadou"
1425,3,"Lac de unghii",1424,"cosmetice-ingrijire-personala/manichiura-si-pedichiura/oja-lac-unghii"
1426,3,"Tratament si dizolvanti",1424,"cosmetice-ingrijire-personala/manichiura-si-pedichiura/tratament-si-dizolvanti"
1464,3,"Fond de ten si baza de machiaj",1463,"cosmetice-ingrijire-personala/make-up/fond-de-ten-si-baza-de-machiaj"
1465,3,"Ruj si creion de buze ",1463,"cosmetice-ingrijire-personala/make-up/ruj-creion-buze"
1470,3,"Mascara",1463,"cosmetice-ingrijire-personala/make-up/mascara"
1471,3,"Scule multifunctionale",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/scule-multifunctionale"
1472,3,"Fard de pleoape",1463,"cosmetice-ingrijire-personala/make-up/fard-de-pleoape"
1475,3,"Deodorant si antiperspirant",1046,"cosmetice-ingrijire-personala/produse-ingrijirea-corpului/deodorant-antiperspirant"
1476,3,"Freze si rindele",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/freze-rindele"
1478,3,"Creion si tus de ochi",1463,"cosmetice-ingrijire-personala/make-up/creion-tus-ochi"
1479,3,"Pudra si fard de obraz",1463,"cosmetice-ingrijire-personala/make-up/pudra-si-fard-de-obraz"
1480,3,"Anticearcan si corector",1463,"cosmetice-ingrijire-personala/make-up/anticearcan-corector"
1481,3,"Iluminator si contur",1463,"cosmetice-ingrijire-personala/make-up/iluminator-si-contur"
1482,3,"Stilizare sprancene",1463,"cosmetice-ingrijire-personala/make-up/stilizare-sprancene"
1484,3,"Creme hidratante si antirid",1483,"cosmetice-ingrijire-personala/ingrijirea-tenului/creme-hidratante-antirid"
1488,3,"Vopsea de par",1045,"cosmetice-ingrijire-personala/produse-ingrijirea-parului/vopsea-par-oxidanti"
1491,2,"Protectie solara",379,"cosmetice-ingrijire-personala/protectie-solara"
1492,3,"Gel de dus",1046,"cosmetice-ingrijire-personala/produse-ingrijirea-corpului/gel-dus"
1493,3,"Fixativ, Gel si Spuma de par",1045,"cosmetice-ingrijire-personala/produse-ingrijirea-parului/fixativ-gel-si-spuma-de-par"
1527,3,"Sampon de par",1045,"cosmetice-ingrijire-personala/produse-ingrijirea-parului/sampon-de-par"
1529,3,"Sapun",1046,"cosmetice-ingrijire-personala/produse-ingrijirea-corpului/sapunuri"
1530,3,"Aftershave",1483,"cosmetice-ingrijire-personala/ingrijirea-tenului/aftershave"
1531,3,"Spuma si gel de ras",1483,"cosmetice-ingrijire-personala/ingrijirea-tenului/spuma-gel-ras"
1532,3,"Creme si Lotiuni de corp",1046,"cosmetice-ingrijire-personala/produse-ingrijirea-corpului/creme-lotiuni-corp"
1533,3,"Baterii bucatarie",1088,"casa-iluminat-bricolaj/sanitare/baterii-bucatarie"
1534,3,"Chiuvete bucatarie",1088,"casa-iluminat-bricolaj/sanitare/chiuvete-bucatarie"
1535,3,"Hidrofoare",446,"casa-iluminat-bricolaj/gradina/hidrofoare"
1538,3,"Servetele igiena intima",1060,"cosmetice-ingrijire-personala/produse-igiena-intima/servetele-igiena-intima"
1539,3,"Lotiune igiena intima",1060,"cosmetice-ingrijire-personala/produse-igiena-intima/lotiune-igiena-intima"
1541,3,"Echipamente de transport si ridicat",339,"casa-iluminat-bricolaj/bricolaj-smart-home-iluminat-gradina/echipamente-transport-ridicat"
1542,3,"Ceara, benzi si creme depilatoare",1046,"cosmetice-ingrijire-personala/produse-ingrijirea-corpului/ceara-benzi-creme-depilatoare"
1547,3,"Genti voiaj",3047,"trotinete-biciclete-sport/articole-voiaj/genti-voiaj"
1550,3,"Curatare si Demachiere",1483,"cosmetice-ingrijire-personala/ingrijirea-tenului/curatare-demachiere"
1555,3,"Masti si tratamente par",1045,"cosmetice-ingrijire-personala/produse-ingrijirea-parului/masti-tratamente-par"
1556,3,"Masini de gradina",446,"casa-iluminat-bricolaj/gradina/masini-gradina"
1557,3,"Masti si exfoliant fata",1483,"cosmetice-ingrijire-personala/ingrijirea-tenului/masti-exfoliant-fata"
1558,3,"Motosape si motocultoare",446,"casa-iluminat-bricolaj/gradina/motosape-si-motocultoare"
1559,3,"Tratament pentru corp ",1046,"cosmetice-ingrijire-personala/produse-ingrijirea-corpului/tratament-ingrijire-corp"
1560,3,"Servetele si dischete demachiante",1483,"cosmetice-ingrijire-personala/ingrijirea-tenului/servetele-si-dischete-demachiante"
1576,3,"Trotinete electrice",635,"trotinete-biciclete-sport/vehicule-electrice/trotinete-electrice"
1577,3,"Biciclete electrice",1404,"trotinete-biciclete-sport/biciclete/biciclete-electrice"
1578,3,"Triciclete electrice",635,"trotinete-biciclete-sport/vehicule-electrice/triciclete-electrice"
1579,3,"Hoverboard",635,"trotinete-biciclete-sport/vehicule-electrice/scootere-electrice"
